"gdp_id";"country_id";"year";"gdp"
815;22;1978;13300000000.0
816;22;1979;15600000000.0
817;22;1980;18100000000.0
818;22;1981;20200000000.0
819;22;1982;18500000000.0
820;22;1983;17600000000.0
821;22;1984;18900000000.0
822;22;1985;22300000000.0
823;22;1986;21800000000.0
824;22;1987;24300000000.0
825;22;1988;26600000000.0
826;22;1989;28800000000.0
827;22;1990;31600000000.0
828;22;1991;31000000000.0
829;22;1992;31700000000.0
830;22;1993;33200000000.0
831;22;1994;33800000000.0
832;22;1995;37900000000.0
833;22;1996;46400000000.0
834;22;1997;48200000000.0
835;22;1998;50000000000.0
836;22;1999;51300000000.0
837;22;2000;53400000000.0
838;22;2001;54000000000.0
839;22;2002;54700000000.0
840;22;2003;60200000000.0
841;22;2004;65100000000.0
842;22;2005;69400000000.0
843;22;2006;71800000000.0
844;22;2007;79600000000.0
845;22;2008;91600000000.0
846;22;2009;102000000000.0
847;22;2010;115000000000.0
848;22;2011;129000000000.0
849;22;2012;133000000000.0
850;22;2013;150000000000.0
851;22;2014;173000000000.0
852;22;2015;195000000000.0
853;22;2016;221000000000.0
854;22;2017;250000000000.0
855;22;2018;274000000000.0
856;22;2019;303000000000.0
857;22;2020;323000000000.0
858;23;1980;19800000000.0
859;23;1981;19900000000.0
860;23;1982;19300000000.0
861;23;1983;16600000000.0
862;23;1984;17600000000.0
863;23;1985;17200000000.0
864;23;1986;20200000000.0
865;23;1987;28100000000.0
866;23;1988;22600000000.0
867;23;1989;22000000000.0
868;23;1990;20600000000.0
869;23;1991;10900000000.0
870;23;1992;10400000000.0
871;23;1993;10800000000.0
872;23;1994;9700000000.0
873;23;1995;19000000000.0
874;23;1996;12300000000.0
875;23;1997;11300000000.0
876;23;1998;15000000000.0
877;23;1999;13600000000.0
878;23;2000;13200000000.0
879;23;2001;14200000000.0
880;23;2002;16400000000.0
881;23;2003;21100000000.0
882;23;2004;26200000000.0
883;23;2005;29900000000.0
884;23;2006;34400000000.0
885;23;2007;44400000000.0
886;23;2008;54400000000.0
887;23;2009;52000000000.0
888;23;2010;50700000000.0
889;23;2011;57700000000.0
890;23;2012;54300000000.0
891;23;2013;55800000000.0
892;23;2014;57100000000.0
893;23;2015;50800000000.0
894;23;2016;54000000000.0
895;23;2017;59200000000.0
896;23;2018;66400000000.0
897;23;2019;68900000000.0
898;23;2020;69900000000.0
899;24;1980;3070000000.0
900;24;1981;3470000000.0
901;24;1982;3650000000.0
902;24;1983;3740000000.0
903;24;1984;3910000000.0
904;24;1985;3650000000.0
905;24;1986;3050000000.0
906;24;1987;3390000000.0
907;24;1988;3700000000.0
908;24;1989;3860000000.0
909;24;1990;4230000000.0
910;24;1991;4620000000.0
911;24;1992;4750000000.0
912;24;1993;5200000000.0
913;24;1994;5570000000.0
914;24;1995;5850000000.0
