"equality_id";"country_id";"year";"income_share_poorest_10pro";"income_share_richest_10pro";"inequality_index_gini";"poverty_below_national";"total_number_of_dollar_billionaires"
545;63;2007;1.1;42.0;53.4;36.7;0
546;63;2008;1.3;38.1;49.8;35.1;0
547;63;2009;1.4;37.1;48.5;36.0;0
548;63;2010;1.4;37.5;48.8;32.8;0
549;63;2011;1.5;34.1;45.9;28.6;0
550;63;2012;1.5;34.6;46.1;27.3;0
551;63;2013;1.6;35.7;46.9;25.6;0
552;63;2014;1.7;34.4;45.0;22.5;0
553;63;2015;1.6;34.9;46.0;23.3;0
554;63;2016;1.6;34.3;45.0;22.9;0
555;63;2017;1.6;33.8;44.7;21.5;0
556;63;2018;1.6;34.4;45.4;23.2;0
557;63;2019;1.6;34.5;45.7;25.0;0
558;63;2020;1.3;36.0;47.3;33.0;0
559;64;1990;3.8;26.7;32.0;0.0;0
560;64;1995;4.2;26.0;30.1;0.0;0
561;64;1999;3.9;28.3;32.8;0.0;0
562;64;2004;3.9;27.4;31.8;0.0;0
563;64;2008;3.9;27.0;31.1;0.0;0
564;64;2010;4.1;26.1;30.2;0.0;0
565;64;2012;4.3;24.7;28.3;0.0;0
566;64;2015;3.9;27.8;31.8;27.8;0
567;64;2017;3.8;26.9;31.5;32.5;0
568;67;1980;2.6;26.3;34.5;0.0;0
569;67;1985;2.7;26.7;34.4;0.0;0
570;67;1990;2.9;24.8;32.0;0.0;0
571;67;1995;2.1;27.5;36.7;0.0;0
572;67;2000;2.7;26.3;34.3;0.0;0
573;67;2003;2.6;24.0;31.8;20.1;0
574;67;2004;2.4;24.9;33.3;20.1;8
575;67;2005;2.5;24.3;32.4;20.3;10
576;67;2006;2.3;24.9;33.5;19.7;10
577;67;2007;2.4;25.6;34.1;19.8;20
578;67;2008;2.3;25.6;34.2;20.4;0
579;67;2009;2.1;25.9;34.9;20.7;0
580;67;2010;2.1;26.0;35.2;20.6;0
581;67;2011;1.9;25.9;35.7;20.8;0
582;67;2012;2.0;25.8;35.4;20.4;0
583;67;2013;1.8;25.9;36.2;22.2;0
584;67;2014;1.8;26.0;36.1;22.1;0
585;67;2015;1.9;26.2;36.2;22.3;0
586;67;2016;1.8;25.8;35.8;21.6;0
587;67;2017;2.1;25.4;34.7;21.5;0
588;67;2018;2.1;25.3;34.7;20.7;0
589;67;2019;2.0;24.9;34.3;21.0;0
590;68;2003;2.0;28.4;37.2;20.2;0
591;68;2004;2.5;25.9;33.6;18.3;0
592;68;2005;2.7;26.2;33.4;18.3;0
593;68;2006;2.8;26.9;33.7;19.4;0
594;68;2007;3.0;24.0;31.2;19.5;0
595;68;2008;2.9;24.9;31.9;19.7;0
596;68;2009;2.8;24.4;31.4;15.8;0
597;68;2010;2.5;24.3;32.0;17.5;0
598;68;2011;2.6;24.8;32.5;17.5;0
599;68;2012;2.6;25.2;32.9;18.6;0
600;68;2013;2.4;26.6;35.1;0.0;0
601;68;2014;2.4;26.3;34.6;21.6;0
602;68;2015;2.7;24.4;32.7;21.7;0
603;68;2016;2.9;23.1;31.2;21.0;0
604;68;2017;3.0;22.5;30.4;21.9;0
605;68;2018;3.0;22.4;30.3;21.7;0
606;68;2019;3.0;23.3;30.8;20.7;0
607;69;1995;2.6;38.0;44.6;45.5;0
608;69;1999;3.9;25.5;30.0;44.2;0
609;69;2004;4.1;25.6;29.8;38.7;0
610;69;2010;3.2;27.4;33.2;29.6;0
611;69;2015;2.9;28.5;35.0;23.5;0
612;70;1987;4.6;19.2;22.2;0.0;0
613;70;1991;4.6;19.6;22.9;0.0;0
614;70;1995;4.7;20.5;23.5;0.0;0
615;70;2000;4.0;22.7;27.2;0.0;0
616;70;2003;3.9;23.0;27.7;11.0;0
617;70;2004;3.9;23.2;27.9;11.7;0
618;70;2005;4.0;23.0;27.6;12.6;0
619;70;2006;3.8;23.0;28.0;13.0;0
620;70;2007;3.8;23.3;28.3;13.6;0
621;70;2008;3.8;23.0;27.8;13.8;0
622;70;2009;3.8;22.6;27.5;13.1;0
623;70;2010;3.7;22.5;27.7;13.7;0
624;70;2011;3.8;22.8;27.6;13.2;0
625;70;2012;3.9;22.3;27.1;11.8;0
626;70;2013;3.8;22.3;27.2;12.8;0
627;70;2014;3.9;22.0;26.8;12.4;0
628;70;2015;3.8;22.4;27.1;11.6;0
629;70;2016;3.9;22.4;27.1;11.5;0
630;70;2017;3.8;22.6;27.4;12.0;0
631;70;2018;3.8;22.6;27.3;11.6;0
632;70;2019;3.8;23.0;27.7;12.2;0
633;71;2002;2.7;29.6;38.1;0.0;0
634;71;2008;2.7;32.9;40.4;0.0;0
635;71;2013;3.1;29.7;36.7;0.0;0
636;71;2019;3.5;24.2;30.7;24.1;0
637;73;1978;2.5;27.2;35.2;0.0;0
638;73;1984;2.2;28.9;36.9;0.0;0
639;73;1989;2.8;24.7;32.2;0.0;0
640;73;1994;3.2;25.6;32.3;0.0;0
641;73;2000;3.3;24.4;31.1;0.0;0
642;73;2003;3.3;25.2;31.4;0.0;0
643;73;2004;3.4;24.5;30.6;0.0;12
644;73;2005;3.5;23.9;29.8;0.0;14
645;73;2006;3.4;23.5;29.7;0.0;14
646;73;2007;3.3;26.2;32.4;0.0;15
647;73;2008;3.2;26.7;33.0;0.0;0
648;73;2009;3.0;26.1;32.7;0.0;0
649;73;2010;3.0;27.1;33.7;0.0;0
650;73;2011;3.1;26.9;33.3;0.0;0
651;73;2012;3.1;26.9;33.1;0.0;0
652;73;2013;3.2;26.4;32.5;0.0;0
653;73;2014;3.2;26.1;32.3;0.0;0
654;73;2015;3.1;26.6;32.7;0.0;0
655;73;2016;3.2;25.9;31.9;0.0;0
656;73;2017;3.2;25.8;31.6;0.0;0
657;73;2018;3.2;26.7;32.4;0.0;0
658;76;2005;2.3;33.1;42.2;32.7;0
659;76;2017;2.2;27.7;38.0;33.4;0
660;77;1969;3.2;26.1;33.7;0.0;0
661;77;1974;3.6;23.9;30.0;0.0;0
662;77;1979;3.6;22.4;28.4;0.0;0
663;77;1986;2.8;24.4;31.9;0.0;0
664;77;1991;2.6;27.1;35.9;0.0;0
665;77;1994;2.8;27.8;36.0;0.0;0
666;77;1995;2.8;27.3;35.5;0.0;0
667;77;1996;2.8;27.2;35.3;0.0;0
668;77;1997;2.8;27.6;35.7;0.0;0
669;77;1998;2.7;28.5;36.6;0.0;0
670;77;1999;2.7;28.7;36.8;0.0;0
671;77;2000;2.6;31.9;39.6;0.0;0
672;77;2001;2.7;30.2;37.9;0.0;0
673;77;2002;2.8;28.2;35.7;0.0;0
674;77;2003;2.8;28.0;35.5;0.0;0
675;77;2004;2.5;27.8;36.0;0.0;17
676;77;2005;2.6;26.1;34.3;0.0;24
677;77;2006;2.7;26.7;34.6;0.0;24
678;77;2007;2.6;28.0;35.7;0.0;29
679;77;2008;2.7;26.4;34.1;0.0;0
680;77;2009;2.8;26.5;34.3;0.0;0
681;77;2010;2.9;26.8;34.4;0.0;0
682;77;2011;2.9;25.3;33.2;0.0;0
683;77;2012;3.1;24.6;32.3;0.0;0
684;77;2013;2.9;25.3;33.2;0.0;0
685;77;2014;2.9;26.2;34.0;0.0;0
686;77;2015;2.9;25.4;33.2;0.0;0
687;77;2016;2.8;26.8;34.8;17.0;0
688;77;2017;2.6;26.7;35.1;18.6;0
689;78;1996;2.3;27.9;37.1;0.0;0
690;78;1997;1.8;29.9;40.7;0.0;0
691;78;1998;1.7;31.2;41.3;0.0;0
692;78;1999;1.9;29.9;40.1;0.0;0
693;78;2000;1.8;30.3;40.5;0.0;0
694;78;2001;2.0;30.0;39.6;0.0;0
695;78;2002;2.3;28.2;37.2;0.0;0
696;78;2003;2.3;27.1;36.7;0.0;0
697;78;2004;2.3;26.7;36.2;34.3;0
698;78;2005;2.3;27.7;37.4;35.4;0
699;78;2006;2.3;27.5;36.9;36.9;0
700;78;2007;2.3;28.9;38.1;38.8;0
701;78;2008;2.3;29.1;38.5;34.9;0
702;78;2009;2.3;28.9;38.2;34.9;0
703;78;2010;2.1;29.5;39.5;37.3;0
704;78;2011;2.0;29.8;39.6;34.1;0
705;78;2012;2.2;29.3;39.0;30.0;0
706;78;2013;2.3;29.1;38.6;26.2;0
707;78;2014;2.4;28.6;37.6;23.5;0
708;78;2015;2.6;27.8;36.5;21.6;0
709;78;2016;2.6;28.1;36.6;22.0;0
710;78;2017;2.3;28.9;37.9;21.9;0
711;78;2018;2.4;27.5;36.4;20.1;0
712;78;2019;2.6;27.6;35.9;19.5;0
713;78;2020;2.7;26.2;34.5;21.3;0
714;79;1987;2.8;27.3;35.3;0.0;0
715;79;1988;2.9;28.1;36.0;0.0;0
716;79;1991;2.6;30.1;38.4;0.0;0
717;79;1998;2.2;29.6;40.1;0.0;0
718;79;2005;1.9;32.7;42.8;31.9;0
719;79;2012;2.0;31.7;42.4;24.2;0
720;79;2016;1.6;32.2;43.5;23.4;0
721;81;1991;0.9;31.7;46.8;0.0;0
722;81;1994;2.1;36.0;46.1;0.0;0
723;81;2002;2.3;34.0;43.0;0.0;0
724;81;2007;2.5;30.1;39.4;0.0;0
725;81;2012;3.0;26.4;33.7;0.0;0
726;81;2018;3.5;23.1;29.6;43.7;0
727;83;1998;1.5;37.7;48.5;0.0;0
728;83;2003;1.8;36.9;47.3;0.0;0
729;83;2010;2.2;34.9;43.6;48.1;0
730;83;2015;3.0;28.7;35.9;48.6;0
731;84;1993;2.2;34.4;43.6;0.0;0
732;84;2002;2.9;28.1;35.6;64.7;0
733;84;2010;1.6;42.0;50.7;48.7;0
734;84;2018;3.3;27.6;34.8;47.7;0
735;86;1995;2.0;27.3;37.0;0.0;0
736;86;2000;2.5;25.7;34.2;0.0;0
737;86;2003;2.7;24.6;32.8;19.9;0
738;86;2004;2.6;25.5;33.6;19.6;1
739;86;2005;2.6;26.3;34.6;20.5;1
740;86;2006;2.5;26.7;35.1;20.3;1
741;86;2007;2.6;26.0;34.0;20.1;1
742;86;2008;2.6;26.0;33.6;19.7;0
743;86;2009;2.6;26.0;33.6;20.1;0
744;86;2010;2.4;25.6;34.1;21.4;0
745;86;2011;2.0;25.6;34.8;23.1;0
746;86;2012;1.9;26.6;36.3;23.1;0
747;86;2013;2.0;26.4;36.1;22.1;0
748;86;2014;2.0;26.1;35.8;21.4;0
749;86;2015;1.9;26.2;36.0;21.2;0
750;86;2016;2.2;25.9;35.0;20.2;0
751;86;2017;2.4;25.9;34.4;18.5;0
752;86;2018;2.7;24.9;32.9;17.9;0
753;86;2019;2.5;24.9;33.1;17.7;0
754;89;1986;1.0;46.7;58.3;0.0;0
755;89;1989;0.7;46.8;59.6;0.0;0
756;89;2000;1.2;43.9;54.2;56.0;0
757;89;2006;1.1;43.2;54.6;51.0;0
758;89;2014;1.7;38.1;48.3;59.3;0
759;92;1998;1.1;34.4;45.1;0.0;0
760;95;1989;1.0;48.2;59.5;0.0;0
761;95;1990;1.0;45.5;57.4;0.0;0
762;95;1991;1.2;40.8;51.9;0.0;0
763;95;1992;1.3;41.4;51.8;0.0;0
764;95;1993;1.2;42.8;53.5;0.0;0
765;95;1994;1.0;43.5;55.0;0.0;0
766;95;1995;1.0;43.8;55.5;0.0;0
767;95;1996;0.9;43.7;55.7;0.0;0
768;95;1997;1.2;41.4;52.7;0.0;0
769;95;1998;0.5;44.6;57.4;0.0;0
770;95;1999;0.5;41.9;55.4;0.0;0
771;95;2001;0.8;41.6;55.4;0.0;0
772;95;2002;0.8;42.7;55.7;0.0;0
773;95;2003;0.7;45.1;58.1;0.0;0
774;95;2004;0.7;44.9;58.1;0.0;0
775;95;2005;0.5;46.1;59.5;0.0;0
776;95;2006;0.6;44.0;57.5;0.0;0
777;95;2007;0.9;43.1;55.8;0.0;0
778;95;2008;0.9;43.0;55.5;0.0;0
779;95;2009;1.1;38.4;51.3;0.0;0
780;95;2010;1.1;40.2;53.1;0.0;0
781;95;2011;1.0;39.7;52.6;0.0;0
782;95;2012;1.0;40.4;53.4;0.0;0
783;95;2013;1.2;37.0;50.0;0.0;0
784;95;2014;1.3;37.4;49.9;49.7;0
785;95;2015;1.3;36.6;49.2;51.5;0
786;95;2016;1.0;36.0;49.8;49.7;0
787;95;2017;1.2;36.6;49.4;49.8;0
788;95;2018;1.1;35.3;48.9;50.4;0
789;95;2019;1.2;34.6;48.2;48.0;0
790;96;2009;2.5;24.3;32.6;20.6;0
791;96;2010;2.4;23.9;32.4;20.9;0
792;96;2011;2.5;23.7;32.3;20.4;0
793;96;2012;2.5;23.9;32.5;19.5;0
794;96;2013;2.5;23.7;32.0;19.4;0
795;96;2014;2.6;24.0;32.1;20.0;0
796;96;2015;2.7;23.2;31.1;19.5;0
797;96;2016;2.7;23.2;30.9;20.0;0
798;96;2017;2.7;22.9;30.4;19.3;0
799;96;2018;2.9;22.7;29.7;18.3;0
800;96;2019;3.0;22.2;28.9;18.3;0
801;97;2012;2.1;31.2;41.1;58.5;0
802;98;2004;3.3;24.2;29.9;0.0;0
803;98;2005;2.6;28.1;34.7;0.0;0
804;98;2006;3.4;22.8;28.3;0.0;0
805;98;2007;3.5;22.3;27.9;0.0;0
806;98;2008;3.6;22.1;27.5;0.0;0
807;98;2009;3.6;21.5;27.0;0.0;0
808;98;2010;3.2;23.1;29.4;0.0;0
809;98;2011;3.1;23.2;29.2;0.0;0
810;98;2012;2.9;23.9;30.8;0.0;0
811;98;2013;2.9;24.4;31.5;0.0;0
812;98;2014;2.9;24.0;30.9;0.0;0
813;98;2015;3.0;23.8;30.4;14.5;0
814;98;2016;3.1;23.8;30.3;13.4;0
815;98;2017;3.0;23.9;30.6;12.8;0
816;98;2018;3.1;23.2;29.6;12.3;0
817;98;2019;3.1;23.3;30.0;12.3;0
818;99;1984;3.5;26.3;32.5;0.0;0
819;99;1987;4.0;25.6;30.6;0.0;0
820;99;1990;4.0;26.2;31.2;0.0;0
821;99;1993;3.9;27.0;32.0;0.0;0
822;99;1996;3.6;28.8;34.5;0.0;0
823;99;1998;3.8;26.1;31.1;0.0;0
824;99;1999;3.9;26.6;31.1;0.0;0
825;99;2000;4.2;24.4;28.6;19.1;0
826;99;2001;4.2;25.0;29.0;18.4;0
827;99;2002;4.0;26.9;31.7;18.2;0
828;99;2003;3.8;26.4;31.9;17.4;0
829;99;2004;3.6;26.9;32.7;16.7;1
830;99;2005;3.6;27.4;33.0;16.0;2
831;99;2006;3.4;28.2;34.3;17.8;2
832;99;2007;3.4;28.9;35.7;16.6;2
833;99;2008;3.4;28.5;35.2;15.4;0
834;99;2009;3.4;28.8;35.1;14.1;0
835;99;2010;3.3;28.9;36.4;13.3;0
836;99;2011;3.0;32.1;39.7;12.5;0
837;99;2012;3.1;32.3;39.7;12.0;0
838;99;2013;3.1;32.2;40.0;11.4;0
839;99;2014;3.1;31.8;39.4;11.3;0
840;99;2015;3.0;32.4;39.7;11.2;0
841;99;2016;2.9;30.5;38.6;10.9;0
842;99;2017;2.9;29.6;38.1;10.6;0
843;99;2018;2.9;29.3;37.8;9.8;0
844;99;2019;3.0;28.9;37.0;9.4;0
845;99;2020;3.0;29.0;37.0;9.8;0
846;99;2021;3.0;29.6;37.3;0.0;0
847;100;1977;3.5;27.5;33.3;0.0;0
848;100;1983;3.6;26.4;32.1;0.0;0
849;100;1987;3.8;27.5;32.6;0.0;0
850;100;1993;3.8;26.7;31.7;45.3;0
851;100;2004;3.7;29.2;34.4;37.2;9
852;100;2009;3.5;30.0;35.4;29.8;0
853;100;2011;3.5;30.1;35.7;21.9;0
854;102;1987;2.7;27.2;35.5;0.0;0
855;102;1994;2.9;29.0;36.9;0.0;0
856;102;1995;2.8;28.6;37.0;0.0;0
857;102;1996;2.9;27.6;35.6;0.0;0
858;102;2000;3.1;26.1;33.0;0.0;0
859;102;2002;2.9;25.0;32.3;0.0;0
860;102;2003;3.1;25.9;32.9;0.0;0
861;102;2004;3.0;26.6;33.6;0.0;2
862;102;2005;3.1;27.0;33.8;0.0;3
863;102;2006;3.1;25.6;32.7;0.0;4
864;102;2007;3.3;25.5;31.9;0.0;4
865;102;2008;3.3;24.6;30.9;0.0;0
866;102;2009;3.0;25.6;32.7;0.0;0
867;102;2010;2.8;24.9;32.3;0.0;0
868;102;2011;2.8;25.5;32.9;0.0;0
869;102;2012;3.0;25.9;33.2;0.0;0
870;102;2013;2.8;26.1;33.5;0.0;0
871;102;2014;3.1;24.9;31.9;0.0;0
872;102;2015;3.1;25.4;31.8;0.0;0
873;102;2016;3.1;25.9;32.8;0.0;0
874;102;2017;3.4;25.4;31.4;0.0;0
875;102;2018;3.6;25.1;30.6;0.0;0
876;103;1986;1.8;36.9;47.4;0.0;0
877;103;1990;2.1;33.5;43.6;0.0;0
878;103;1994;2.2;33.3;43.0;0.0;0
879;103;1998;2.1;33.7;44.1;0.0;0
880;103;2005;2.0;33.3;43.6;0.0;0
881;103;2006;2.0;34.0;44.8;0.0;0
882;103;2009;2.0;31.3;42.1;0.0;0
883;103;2013;2.7;29.0;37.4;0.0;0
884;103;2014;2.4;29.8;38.8;0.0;0
885;103;2015;2.4;30.6;39.5;0.0;0
886;103;2016;2.4;30.9;40.0;0.0;0
887;103;2017;2.3;31.3;40.8;0.0;0
888;103;2018;2.2;32.5;42.0;0.0;0
889;103;2019;2.3;31.7;40.9;0.0;0
890;104;2006;3.9;23.6;28.6;22.4;0
891;104;2012;3.7;23.7;29.5;18.9;0
892;105;2003;3.8;22.6;26.8;10.0;0
893;105;2004;3.8;23.7;28.0;9.7;0
894;105;2005;3.7;24.4;29.0;9.6;1
895;105;2006;3.6;25.4;30.2;10.1;1
896;105;2007;3.7;24.8;29.5;10.1;2
897;105;2008;3.6;27.1;31.8;10.2;0
898;105;2009;3.7;24.0;28.7;9.8;0
899;105;2010;3.9;22.0;26.2;9.2;0
900;105;2011;3.7;22.1;26.8;7.9;0
901;105;2012;3.8;22.1;26.8;9.3;0
902;105;2013;4.1;21.3;25.4;7.9;0
903;105;2014;3.8;23.5;27.8;9.2;0
904;105;2015;3.9;22.5;26.8;8.8;0
905;105;2016;3.8;22.8;27.2;10.1;0
906;105;2017;4.0;22.1;26.1;8.8;0
907;106;1979;2.7;26.9;36.3;0.0;0
908;106;1986;2.6;26.9;36.5;0.0;0
909;106;1992;2.8;26.9;35.5;0.0;0
910;106;1997;2.4;28.2;38.1;0.0;0
911;106;2001;2.3;28.7;38.9;0.0;0
912;106;2002;2.1;28.7;39.6;0.0;0
913;106;2003;1.9;29.4;40.7;0.0;0
914;106;2004;1.8;29.3;41.5;0.0;5
915;106;2005;1.8;30.4;42.3;0.0;6
916;106;2006;1.8;29.7;41.6;0.0;8
917;106;2007;1.8;29.5;41.1;0.0;9
918;106;2008;1.8;30.0;41.6;0.0;0
919;106;2009;1.6;30.5;42.6;0.0;0
920;106;2010;1.8;31.1;42.5;0.0;0
921;106;2011;1.8;29.5;41.4;0.0;0
922;106;2012;1.6;29.7;41.6;0.0;0
923;106;2013;1.8;28.9;40.2;0.0;0
924;106;2014;1.7;28.2;39.8;0.0;0
925;106;2015;1.8;28.6;39.7;0.0;0
926;106;2016;1.9;27.7;39.0;0.0;0
927;106;2017;1.8;27.0;38.2;0.0;0
928;106;2018;1.9;27.6;38.6;0.0;0
929;107;1986;2.9;24.7;32.5;0.0;0
930;107;1987;2.3;25.5;34.5;0.0;0
931;107;1989;3.1;25.1;32.6;0.0;0
932;107;1991;3.0;24.0;31.5;0.0;0
933;107;1993;2.0;26.2;35.5;0.0;0
934;107;1995;2.1;26.2;35.2;0.0;0
935;107;1998;1.8;27.6;36.7;0.0;0
936;107;2000;2.1;26.4;35.3;0.0;0
937;107;2003;2.3;26.7;34.9;18.9;0
938;107;2004;2.4;26.3;34.3;19.2;14
939;107;2005;2.4;25.5;33.8;19.3;10
940;107;2006;2.5;25.6;33.7;19.5;14
941;107;2007;2.5;24.9;32.9;18.9;13
942;107;2008;2.4;25.7;33.8;18.4;0
943;107;2009;2.3;25.4;33.8;18.7;0
944;107;2010;2.1;26.2;34.7;19.8;0
945;107;2011;2.1;26.4;35.1;19.5;0
946;107;2012;2.0;26.4;35.2;19.3;0
947;107;2013;2.0;25.9;34.9;19.4;0
948;107;2014;2.0;25.5;34.7;19.9;0
949;107;2015;1.7;25.8;35.4;20.6;0
950;107;2016;1.9;26.0;35.2;20.3;0
951;107;2017;1.9;26.7;35.9;20.3;0
952;107;2018;1.9;25.9;35.2;20.1;0
953;108;1988;2.1;33.7;43.2;0.0;0
954;108;1990;2.5;32.1;41.1;28.4;0
955;108;1993;2.7;27.4;35.7;24.4;0
956;108;1996;2.5;32.7;40.4;26.1;0
957;108;1999;2.0;35.0;44.1;16.9;0
958;108;2002;1.8;38.0;48.3;19.7;0
959;108;2004;2.1;35.8;45.5;16.9;0
960;109;1986;3.1;28.1;36.1;0.0;0
961;109;1992;2.5;35.0;43.4;0.0;0
962;109;1997;3.3;29.8;36.4;0.0;0
963;109;2002;3.0;29.5;37.0;0.0;0
964;109;2006;3.3;27.5;33.9;0.0;0
965;109;2008;3.6;26.6;32.6;0.0;0
966;109;2010;3.5;27.5;33.7;0.0;0
967;110;2008;2.3;26.1;34.8;0.0;0
968;110;2010;3.3;25.7;32.1;0.0;0
969;110;2013;2.9;26.4;32.9;0.0;0
970;111;1996;2.7;26.3;35.4;0.0;0
971;111;2001;2.6;27.1;36.0;0.0;0
972;111;2002;3.0;26.8;34.8;0.0;0
973;111;2003;3.1;25.8;33.7;0.0;0
974;111;2004;3.4;25.1;31.8;0.0;0
975;111;2005;2.3;29.7;39.8;0.0;3
976;111;2006;3.7;24.9;30.2;0.0;2
977;111;2007;3.8;24.6;30.1;0.0;5
978;111;2008;4.0;23.6;28.5;0.0;0
979;111;2009;4.0;23.1;28.2;0.0;0
980;111;2010;4.1;23.1;28.0;0.0;0
981;111;2011;4.1;23.0;28.0;0.0;0
982;111;2012;4.1;22.9;28.2;0.0;0
983;111;2013;4.3;22.5;27.1;0.0;0
984;111;2014;4.3;22.6;27.0;0.0;0
985;111;2015;4.3;22.6;26.8;0.0;0
986;111;2016;4.2;22.7;27.2;0.0;0
987;111;2017;4.3;23.0;27.5;0.0;0
988;111;2018;4.3;23.4;27.8;4.3;0
989;112;1992;1.2;47.9;57.5;0.0;0
990;112;1994;1.9;33.4;43.1;0.0;0
991;112;1997;2.3;36.3;45.0;0.0;0
992;112;2005;1.8;36.8;46.5;46.8;0
993;112;2015;2.4;31.6;40.8;36.1;0
994;113;2000;3.6;24.8;31.0;0.0;0
995;113;2001;3.7;23.9;30.2;0.0;0
996;113;2002;3.6;24.0;30.3;0.0;0
997;113;2003;3.9;23.3;28.7;0.0;0
998;113;2004;3.2;27.2;34.8;0.0;0
999;113;2005;3.5;26.2;32.6;0.0;0
1000;113;2006;3.1;29.4;37.4;39.9;0
1001;113;2007;3.1;26.5;33.9;35.0;0
1002;113;2008;3.5;25.3;31.5;31.7;0
1003;113;2009;3.9;24.6;29.9;31.7;0
1004;113;2010;3.5;24.6;30.1;33.7;0
1005;113;2011;4.2;23.5;27.8;36.8;0
1006;113;2012;4.0;23.1;27.4;38.0;0
1007;113;2013;4.0;23.8;28.8;37.0;0
1008;113;2014;4.4;22.9;26.8;30.6;0
1009;113;2015;4.1;24.8;29.0;32.1;0
1010;113;2016;4.4;22.9;26.8;25.4;0
1011;113;2017;4.3;23.3;27.3;25.6;0
1012;113;2018;4.3;23.6;27.7;22.4;0
1013;113;2019;4.1;25.8;29.7;20.1;0
1014;113;2020;4.0;24.0;29.0;25.3;0
1015;115;2006;2.6;29.3;37.0;0.0;0
1016;115;2019;4.0;22.9;27.8;0.0;0
1017;117;2006;2.7;24.0;31.7;0.0;4
1018;117;2008;2.6;24.5;32.3;0.0;0
1019;117;2010;2.6;24.2;32.0;0.0;0
1020;117;2012;2.6;23.8;31.6;0.0;0
1021;117;2014;2.8;23.6;31.2;0.0;0
1022;117;2016;2.8;24.0;31.4;0.0;0
1023;119;1992;3.5;28.1;34.3;0.0;0
1024;119;1997;3.4;29.1;34.9;0.0;0
1025;119;2002;3.7;27.0;32.6;0.0;0
1026;119;2007;3.3;29.3;35.4;0.0;0
1027;119;2012;3.2;29.0;36.0;0.0;0
1028;119;2018;3.0;31.2;38.8;18.3;0
1029;120;2011;3.1;24.8;31.8;27.4;0
1030;121;2007;2.4;28.3;36.5;63.8;0
1031;121;2014;3.2;26.0;33.2;54.1;0
1032;121;2016;2.9;27.1;35.3;50.9;0
1033;123;1995;2.0;32.5;42.6;0.0;0
1034;123;2016;0.9;38.6;51.2;25.0;0
1035;125;1985;3.6;26.4;32.5;0.0;0
1036;125;1990;3.7;27.5;32.4;0.0;0
1037;125;1995;3.4;29.0;35.4;0.0;0
1038;125;2002;3.0;32.7;40.2;22.7;0
1039;125;2006;3.0;32.3;39.7;15.2;0
1040;125;2009;3.3;29.6;36.1;8.9;0
1041;125;2012;3.0;31.9;38.7;6.7;0
1042;125;2016;3.0;32.6;39.3;4.1;0
1043;126;1986;1.0;43.6;56.0;0.0;0
1044;126;1994;0.5;48.3;63.2;0.0;0
1045;126;2002;0.9;38.3;51.6;56.6;0
1046;126;2017;1.7;32.9;44.9;49.7;0
1047;127;2004;2.0;27.9;37.0;0.0;0
1048;127;2005;2.2;27.2;35.3;0.0;0
1049;127;2006;2.3;26.8;34.4;0.0;0
1050;127;2007;2.4;26.8;34.8;0.0;0
1051;127;2008;2.3;27.6;35.7;0.0;0
1052;127;2009;1.8;27.6;37.2;0.0;0
1053;127;2010;2.2;24.8;33.6;0.0;0
1054;127;2011;2.6;24.5;32.5;0.0;0
1055;127;2012;2.4;26.8;35.1;0.0;0
1056;127;2013;2.5;27.1;35.3;0.0;0
1057;127;2014;2.1;28.9;37.7;0.0;0
1058;127;2015;2.1;28.6;37.4;21.9;0
1059;127;2016;2.0;29.5;38.4;22.9;0
1060;127;2017;2.1;28.4;37.3;22.9;0
1061;127;2018;2.3;27.2;35.7;20.6;0
1062;127;2019;2.6;27.5;35.3;20.9;0
1063;128;1985;4.0;21.5;26.7;0.0;0
1064;128;1991;4.2;22.2;26.8;0.0;0
1065;128;1994;4.1;21.9;26.9;0.0;0
1066;128;1997;3.4;23.8;30.2;0.0;0
1067;128;2000;3.5;23.9;30.4;0.0;0
1068;128;2003;3.3;23.7;30.2;0.0;0
1069;128;2004;3.3;23.7;30.2;0.0;0
1070;128;2005;3.3;24.3;30.8;0.0;0
1071;128;2006;3.3;24.3;30.9;0.0;0
1072;128;2007;3.3;25.1;31.1;0.0;0
1073;128;2008;3.2;25.8;32.6;0.0;0
1074;128;2009;3.3;24.2;31.2;0.0;0
1075;128;2010;3.3;23.7;30.5;0.0;0
1076;128;2011;3.2;24.4;32.1;0.0;0
1077;128;2012;3.0;26.4;34.3;0.0;0
1078;128;2013;3.1;24.2;32.0;0.0;0
1079;128;2014;3.2;24.3;31.2;0.0;0
1080;128;2015;2.9;25.1;32.9;0.0;0
1081;128;2016;2.9;24.1;31.7;0.0;0
1082;128;2017;2.5;25.6;34.5;0.0;0
1083;128;2018;2.5;26.6;35.4;0.0;0
1084;128;2019;2.8;25.8;34.2;17.4;0
1085;129;2004;2.2;28.5;36.4;0.0;0
1086;129;2005;2.0;30.0;39.0;0.0;0
1087;129;2006;2.4;26.8;35.6;0.0;0
1088;129;2007;2.3;28.3;37.5;0.0;0
1089;129;2008;2.1;27.7;37.2;0.0;0
1090;129;2009;1.9;26.9;36.0;0.0;0
1091;129;2010;2.1;26.2;35.0;0.0;0
1092;129;2011;2.3;27.3;35.8;0.0;0
1093;129;2012;2.3;26.6;35.2;0.0;0
1094;129;2013;2.3;26.8;35.5;0.0;0
1095;129;2014;2.3;26.7;35.1;0.0;0
1096;129;2015;2.5;26.2;34.2;21.8;0
1097;129;2016;2.5;25.8;34.3;22.1;0
